series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
Columbo,100,Mystery,8.3,1971,2003,32,"Peter Falk, Mike Lally, John Finnegan, Bruce Kirby",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.
The X Files,45,Crime,8.6,1993,2018,25,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts."
The X Files,45,Drama,8.6,1993,2018,25,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts."
The X Files,45,Mystery,8.6,1993,2018,25,"David Duchovny, Gillian Anderson, Mitch Pileggi, William B. Davis","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts."
How I Met Your Mother,22,Comedy,8.3,2005,2014,9,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris",A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.
How I Met Your Mother,22,Romance,8.3,2005,2014,9,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris",A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.
That '70s Show,22,Comedy,8.1,1998,2006,8,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin."
That '70s Show,22,Drama,8.1,1998,2006,8,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin."
That '70s Show,22,Romance,8.1,1998,2006,8,"Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin."
George & Tammy,48,Biography,7.5,2022,2023,1,"Jessica Chastain, Michael Shannon, Steve Zahn, David Wilson Barnes",A look at the romance between famed country musicians George Jones and Tammy Wynette.
George & Tammy,48,Drama,7.5,2022,2023,1,"Jessica Chastain, Michael Shannon, Steve Zahn, David Wilson Barnes",A look at the romance between famed country musicians George Jones and Tammy Wynette.
George & Tammy,48,History,7.5,2022,2023,1,"Jessica Chastain, Michael Shannon, Steve Zahn, David Wilson Barnes",A look at the romance between famed country musicians George Jones and Tammy Wynette.
New Girl,22,Comedy,7.8,2011,2018,7,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone","After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time."
New Girl,22,Romance,7.8,2011,2018,7,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone","After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time."
SAS Rogue Heroes,52,Action,8.2,2022,2022,0,"Connor Swindells, Jack O'Connell, Alfie Allen, Jacob Ifan",SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.
SAS Rogue Heroes,52,Drama,8.2,2022,2022,0,"Connor Swindells, Jack O'Connell, Alfie Allen, Jacob Ifan",SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.
SAS Rogue Heroes,52,Thriller,8.2,2022,2022,0,"Connor Swindells, Jack O'Connell, Alfie Allen, Jacob Ifan",SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.
True Blood,55,Drama,7.9,2008,2014,6,"Anna Paquin, Stephen Moyer, Sam Trammell, Ryan Kwanten","Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire."
True Blood,55,Fantasy,7.9,2008,2014,6,"Anna Paquin, Stephen Moyer, Sam Trammell, Ryan Kwanten","Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire."
True Blood,55,Mystery,7.9,2008,2014,6,"Anna Paquin, Stephen Moyer, Sam Trammell, Ryan Kwanten","Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire."
Community,22,Comedy,8.5,2009,2015,6,"Joel McHale, Danny Pudi, Donald Glover, Chevy Chase",A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.
Sons of Anarchy,45,Crime,8.6,2008,2014,6,"Charlie Hunnam, Katey Sagal, Mark Boone Junior, Kim Coates",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.
Sons of Anarchy,45,Drama,8.6,2008,2014,6,"Charlie Hunnam, Katey Sagal, Mark Boone Junior, Kim Coates",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.
Sons of Anarchy,45,Thriller,8.6,2008,2014,6,"Charlie Hunnam, Katey Sagal, Mark Boone Junior, Kim Coates",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.
The Vampire Diaries,43,Drama,7.7,2009,2017,8,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Kat Graham","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers."
The Vampire Diaries,43,Fantasy,7.7,2009,2017,8,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Kat Graham","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers."
The Vampire Diaries,43,Horror,7.7,2009,2017,8,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Kat Graham","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers."
ER,44,Drama,7.9,1994,2009,15,"Anthony Edwards, George Clooney, Julianna Margulies, Eriq La Salle","The lives, loves and losses of the doctors and nurses of Chicago's County General Hospital."
ER,44,Romance,7.9,1994,2009,15,"Anthony Edwards, George Clooney, Julianna Margulies, Eriq La Salle","The lives, loves and losses of the doctors and nurses of Chicago's County General Hospital."
Detectorists,30,Comedy,8.6,2014,2022,8,"Mackenzie Crook, Toby Jones, Rachael Stirling, Gerard Horan","The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime."
Sherlock,88,Crime,9.1,2010,2017,7,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",A modern update finds the famous sleuth and his doctor partner solving crime in 21st-century London.
Sherlock,88,Drama,9.1,2010,2017,7,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",A modern update finds the famous sleuth and his doctor partner solving crime in 21st-century London.
Sherlock,88,Mystery,9.1,2010,2017,7,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves",A modern update finds the famous sleuth and his doctor partner solving crime in 21st-century London.
Parks and Recreation,22,Comedy,8.6,2009,2015,6,"Amy Poehler, Jim O'Heir, Nick Offerman, Chris Pratt",The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.
Buffy the Vampire Slayer,44,Action,8.3,1997,2003,6,"Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head","A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends."
Buffy the Vampire Slayer,44,Drama,8.3,1997,2003,6,"Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head","A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends."
Buffy the Vampire Slayer,44,Fantasy,8.3,1997,2003,6,"Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head","A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends."
Westworld,62,Drama,8.5,2016,2022,6,"Evan Rachel Wood, Jeffrey Wright, Ed Harris, Thandiwe Newton","At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence."
Westworld,62,Mystery,8.5,2016,2022,6,"Evan Rachel Wood, Jeffrey Wright, Ed Harris, Thandiwe Newton","At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence."
Westworld,62,Sci-Fi,8.5,2016,2022,6,"Evan Rachel Wood, Jeffrey Wright, Ed Harris, Thandiwe Newton","At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence."
The Best Man: The Final Chapters,30,Comedy,8.3,2022,2022,0,"Morris Chestnut, Melissa De Sousa, Regina Hall, Terrence Howard",As relationships evolve and past grievances resurface in the unpredictable stages of midlife crisis meets midlife renaissance.
The Best Man: The Final Chapters,30,Drama,8.3,2022,2022,0,"Morris Chestnut, Melissa De Sousa, Regina Hall, Terrence Howard",As relationships evolve and past grievances resurface in the unpredictable stages of midlife crisis meets midlife renaissance.
Castle,43,Comedy,8.1,2009,2016,7,"Nathan Fillion, Stana Katic, Susan Sullivan, Jon Huertas","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes."
Castle,43,Crime,8.1,2009,2016,7,"Nathan Fillion, Stana Katic, Susan Sullivan, Jon Huertas","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes."
Castle,43,Drama,8.1,2009,2016,7,"Nathan Fillion, Stana Katic, Susan Sullivan, Jon Huertas","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes."
Two and a Half Men,22,Comedy,7.1,2003,2015,12,"Jon Cryer, Ashton Kutcher, Angus T. Jones, Conchata Ferrell",A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.
Two and a Half Men,22,Romance,7.1,2003,2015,12,"Jon Cryer, Ashton Kutcher, Angus T. Jones, Conchata Ferrell",A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.
The Umbrella Academy,60,Action,7.9,2019,2023,4,"Elliot Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman","A family of former child heroes, now grown apart, must reunite to continue to protect the world."
The Umbrella Academy,60,Adventure,7.9,2019,2023,4,"Elliot Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman","A family of former child heroes, now grown apart, must reunite to continue to protect the world."
The Umbrella Academy,60,Comedy,7.9,2019,2023,4,"Elliot Page, Tom Hopper, David Castañeda, Emmy Raver-Lampman","A family of former child heroes, now grown apart, must reunite to continue to protect the world."
Dexter,53,Crime,8.7,2006,2013,7,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,53,Drama,8.7,2006,2013,7,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Dexter,53,Mystery,8.7,2006,2013,7,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
Star Trek: The Next Generation,44,Action,8.7,1987,1994,7,"Patrick Stewart, Brent Spiner, Jonathan Frakes, LeVar Burton","Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before."
Star Trek: The Next Generation,44,Adventure,8.7,1987,1994,7,"Patrick Stewart, Brent Spiner, Jonathan Frakes, LeVar Burton","Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before."
