series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
Dragon Ball Z,24,Animation,8.8,1989,1996,7,"Doc Harris, Christopher Sabat, Scott McNeil, Sean Schemmel","With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies."
Dragon Ball Z,24,Action,8.8,1989,1996,7,"Doc Harris, Christopher Sabat, Scott McNeil, Sean Schemmel","With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies."
Dragon Ball Z,24,Adventure,8.8,1989,1996,7,"Doc Harris, Christopher Sabat, Scott McNeil, Sean Schemmel","With the help of the powerful Dragonballs, a team of fighters led by the saiyan warrior Goku defend the planet earth from extraterrestrial enemies."
Gomorra: La serie,55,Crime,8.7,2014,2021,7,"Salvatore Esposito, Marco D'Amore, Ivana Lotito, Cristiana Dell'Anna",Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.
Gomorra: La serie,55,Drama,8.7,2014,2021,7,"Salvatore Esposito, Marco D'Amore, Ivana Lotito, Cristiana Dell'Anna",Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.
Gomorra: La serie,55,Thriller,8.7,2014,2021,7,"Salvatore Esposito, Marco D'Amore, Ivana Lotito, Cristiana Dell'Anna",Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.
Medici,60,Biography,7.9,2016,2019,3,"Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza","A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly."
Medici,60,Drama,7.9,2016,2019,3,"Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza","A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly."
Medici,60,History,7.9,2016,2019,3,"Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza","A political family drama set in Florence in the early fifteenth century. Cosimo de Medici finds himself at the helm of his banking dynasty when his father, Giovanni, dies suddenly."
Santa Clarita Diet,30,Comedy,7.8,2017,2019,2,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo","Sheila and Joel are married real estate agents who live and work in Santa Clarita, California. When Sheila dies, their lives take a dark turn."
Santa Clarita Diet,30,Horror,7.8,2017,2019,2,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo","Sheila and Joel are married real estate agents who live and work in Santa Clarita, California. When Sheila dies, their lives take a dark turn."
EastEnders,30,Crime,4.7,1985,2023,38,"Adam Woodyatt, Steve McFadden, Pam St. Clement, Letitia Dean","The everyday lives of working-class inhabitants of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough. The square includes the Queen Vic pub and a street market."
EastEnders,30,Drama,4.7,1985,2023,38,"Adam Woodyatt, Steve McFadden, Pam St. Clement, Letitia Dean","The everyday lives of working-class inhabitants of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough. The square includes the Queen Vic pub and a street market."
EastEnders,30,Romance,4.7,1985,2023,38,"Adam Woodyatt, Steve McFadden, Pam St. Clement, Letitia Dean","The everyday lives of working-class inhabitants of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough. The square includes the Queen Vic pub and a street market."
The Strain,43,Drama,7.3,2014,2017,3,"Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde",A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York.
The Strain,43,Fantasy,7.3,2014,2017,3,"Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde",A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York.
The Strain,43,Horror,7.3,2014,2017,3,"Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde",A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York.
The Canterville Ghost,,Comedy,6.3,2021,2021,0,"Tom Graves, Joe Graves, Caroline Catz, Laurel Waghorn","Follows a tech billionaire who buys Canterville Chase, unaware that the contents include a malevolent family ghost, who has been haunting the premises for centuries."
Lie to Me,43,Crime,8.0,2009,2011,2,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund","About Cal Lightman, the world's leading deception expert who studies facial expressions and involuntary body language to expose the truth behind the lies."
Lie to Me,43,Drama,8.0,2009,2011,2,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund","About Cal Lightman, the world's leading deception expert who studies facial expressions and involuntary body language to expose the truth behind the lies."
Lie to Me,43,Mystery,8.0,2009,2011,2,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund","About Cal Lightman, the world's leading deception expert who studies facial expressions and involuntary body language to expose the truth behind the lies."
Out of This World,30,Comedy,7.3,1987,1991,4,"Donna Pescow, Maureen Flannigan, Burt Reynolds, Doug McClure",A teenager discovers she has supernatural powers when she learns her birth father is an alien.
Out of This World,30,Family,7.3,1987,1991,4,"Donna Pescow, Maureen Flannigan, Burt Reynolds, Doug McClure",A teenager discovers she has supernatural powers when she learns her birth father is an alien.
Jessica Jones,56,Action,7.9,2015,2019,4,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City."
Jessica Jones,56,Crime,7.9,2015,2019,4,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City."
Jessica Jones,56,Drama,7.9,2015,2019,4,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City."
The Royals,42,Drama,7.4,2015,2018,3,"Joan Collins, William Moseley, Alexandra Park, Jake Maskall",Drama about a fictional British royal family in modern-day London.
Eureka,60,Adventure,7.9,2006,2012,6,"Colin Ferguson, Salli Richardson-Whitfield, Erica Cerra, Neil Grayston","A U.S. Marshal becomes the sheriff of Eureka, a remote, cozy little Northwestern town where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong."
Eureka,60,Comedy,7.9,2006,2012,6,"Colin Ferguson, Salli Richardson-Whitfield, Erica Cerra, Neil Grayston","A U.S. Marshal becomes the sheriff of Eureka, a remote, cozy little Northwestern town where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong."
Eureka,60,Drama,7.9,2006,2012,6,"Colin Ferguson, Salli Richardson-Whitfield, Erica Cerra, Neil Grayston","A U.S. Marshal becomes the sheriff of Eureka, a remote, cozy little Northwestern town where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong."
Nashville,43,Drama,7.7,2012,2018,6,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson","Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee."
Nashville,43,Music,7.7,2012,2018,6,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson","Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee."
Nashville,43,Romance,7.7,2012,2018,6,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson","Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee."
Spooks,60,Action,8.3,2002,2011,9,"Peter Firth, Hugh Simon, Nicola Walker, Rupert Penry-Jones","The missions of MI-5, the UK's domestic intelligence organization."
Spooks,60,Crime,8.3,2002,2011,9,"Peter Firth, Hugh Simon, Nicola Walker, Rupert Penry-Jones","The missions of MI-5, the UK's domestic intelligence organization."
Spooks,60,Drama,8.3,2002,2011,9,"Peter Firth, Hugh Simon, Nicola Walker, Rupert Penry-Jones","The missions of MI-5, the UK's domestic intelligence organization."
21 Jump Street,60,Crime,7.2,1987,1991,4,"Johnny Depp, Dustin Nguyen, Peter DeLuise, Holly Robinson Peete",The cases of an undercover police unit composed of young-looking officers specializing in youth crime.
21 Jump Street,60,Drama,7.2,1987,1991,4,"Johnny Depp, Dustin Nguyen, Peter DeLuise, Holly Robinson Peete",The cases of an undercover police unit composed of young-looking officers specializing in youth crime.
21 Jump Street,60,Mystery,7.2,1987,1991,4,"Johnny Depp, Dustin Nguyen, Peter DeLuise, Holly Robinson Peete",The cases of an undercover police unit composed of young-looking officers specializing in youth crime.
Irma Vep,98,Comedy,6.8,2022,2022,0,"Alicia Vikander, Vincent Macaigne, Nora Hamzawi, Antoine Reinartz","Mira is an American movie star disillusioned by her career and recent breakup, who comes to France to star as Irma Vep in a remake of the French silent film classic, ""Les Vampires."""
Irma Vep,98,Drama,6.8,2022,2022,0,"Alicia Vikander, Vincent Macaigne, Nora Hamzawi, Antoine Reinartz","Mira is an American movie star disillusioned by her career and recent breakup, who comes to France to star as Irma Vep in a remake of the French silent film classic, ""Les Vampires."""
The Tourist,58,Drama,7.0,2022,2022,0,"Jamie Dornan, Danielle Macdonald, Shalom Brune-Franklin, Ólafur Darri Ólafsson","When a man wakes up in the Australian outback with no memory, he must use the few clues he has to discover his identity before his past catches up with him."
The Tourist,58,Mystery,7.0,2022,2022,0,"Jamie Dornan, Danielle Macdonald, Shalom Brune-Franklin, Ólafur Darri Ólafsson","When a man wakes up in the Australian outback with no memory, he must use the few clues he has to discover his identity before his past catches up with him."
The Tourist,58,Thriller,7.0,2022,2022,0,"Jamie Dornan, Danielle Macdonald, Shalom Brune-Franklin, Ólafur Darri Ólafsson","When a man wakes up in the Australian outback with no memory, he must use the few clues he has to discover his identity before his past catches up with him."
Inspector Morse,100,Crime,8.2,1987,2000,13,"John Thaw, Kevin Whately, James Grout, Peter Woodthorpe","Chief Inspector Morse has an ear for Western classical music, a taste for beer, and a nose for crime. He and Detective Sergeant Robert Lewis solve intriguing cases in and around the Oxford area."
Inspector Morse,100,Drama,8.2,1987,2000,13,"John Thaw, Kevin Whately, James Grout, Peter Woodthorpe","Chief Inspector Morse has an ear for Western classical music, a taste for beer, and a nose for crime. He and Detective Sergeant Robert Lewis solve intriguing cases in and around the Oxford area."
Inspector Morse,100,Mystery,8.2,1987,2000,13,"John Thaw, Kevin Whately, James Grout, Peter Woodthorpe","Chief Inspector Morse has an ear for Western classical music, a taste for beer, and a nose for crime. He and Detective Sergeant Robert Lewis solve intriguing cases in and around the Oxford area."
The Closer,46,Crime,7.8,2005,2012,7,"Kyra Sedgwick, J.K. Simmons, Corey Reynolds, Robert Gossett","Deputy Police Chief Brenda Johnson runs the Priority Homicide Division of the LAPD with an unorthodox style. Her innate ability to read people and obtain confessions helps her and her team solve the city's toughest, most sensitive cases."
The Closer,46,Drama,7.8,2005,2012,7,"Kyra Sedgwick, J.K. Simmons, Corey Reynolds, Robert Gossett","Deputy Police Chief Brenda Johnson runs the Priority Homicide Division of the LAPD with an unorthodox style. Her innate ability to read people and obtain confessions helps her and her team solve the city's toughest, most sensitive cases."
The Closer,46,Mystery,7.8,2005,2012,7,"Kyra Sedgwick, J.K. Simmons, Corey Reynolds, Robert Gossett","Deputy Police Chief Brenda Johnson runs the Priority Homicide Division of the LAPD with an unorthodox style. Her innate ability to read people and obtain confessions helps her and her team solve the city's toughest, most sensitive cases."
Saved by the Bell,30,Comedy,7.1,1989,1992,3,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond, Lark Voorhies","A close-knit group of six friends get through their teens together while attending Bayside High School in Palisades, California."
Saved by the Bell,30,Family,7.1,1989,1992,3,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond, Lark Voorhies","A close-knit group of six friends get through their teens together while attending Bayside High School in Palisades, California."
Saved by the Bell,30,Romance,7.1,1989,1992,3,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond, Lark Voorhies","A close-knit group of six friends get through their teens together while attending Bayside High School in Palisades, California."
Why Women Kill,50,Comedy,8.3,2019,2021,2,"Jack Davenport, Lucy Liu, Allison Tolman, Ginnifer Goodwin","An anthology series that follows three women in different decades all living in the same house, as they deal with infidelity and betrayals in their marriages."
Why Women Kill,50,Crime,8.3,2019,2021,2,"Jack Davenport, Lucy Liu, Allison Tolman, Ginnifer Goodwin","An anthology series that follows three women in different decades all living in the same house, as they deal with infidelity and betrayals in their marriages."
Why Women Kill,50,Drama,8.3,2019,2021,2,"Jack Davenport, Lucy Liu, Allison Tolman, Ginnifer Goodwin","An anthology series that follows three women in different decades all living in the same house, as they deal with infidelity and betrayals in their marriages."
New Tricks,60,Comedy,7.9,2003,2015,12,"Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam","Three retired police officers are drafted in to solve cold cases, with a touch of comedy and drama"
New Tricks,60,Crime,7.9,2003,2015,12,"Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam","Three retired police officers are drafted in to solve cold cases, with a touch of comedy and drama"
New Tricks,60,Drama,7.9,2003,2015,12,"Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam","Three retired police officers are drafted in to solve cold cases, with a touch of comedy and drama"
Happy Days,30,Comedy,7.4,1974,1984,10,"Ron Howard, Henry Winkler, Marion Ross, Tom Bosley",The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.
Happy Days,30,Family,7.4,1974,1984,10,"Ron Howard, Henry Winkler, Marion Ross, Tom Bosley",The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.
Happy Days,30,Music,7.4,1974,1984,10,"Ron Howard, Henry Winkler, Marion Ross, Tom Bosley",The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.
MacGyver,43,Action,5.3,2016,2021,5,"Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton","Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives."
MacGyver,43,Adventure,5.3,2016,2021,5,"Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton","Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives."
MacGyver,43,Drama,5.3,2016,2021,5,"Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton","Young Angus ""Mac"" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives."
Miami Vice,48,Action,7.5,1984,1989,5,"Don Johnson, Philip Michael Thomas, Saundra Santiago, Olivia Brown","Resplendent with authentic 1980s music, fashion, and vibe, ""Miami Vice"" follows two undercover detectives and their extended team through the mean streets of Miami, Florida."
Miami Vice,48,Crime,7.5,1984,1989,5,"Don Johnson, Philip Michael Thomas, Saundra Santiago, Olivia Brown","Resplendent with authentic 1980s music, fashion, and vibe, ""Miami Vice"" follows two undercover detectives and their extended team through the mean streets of Miami, Florida."
Miami Vice,48,Drama,7.5,1984,1989,5,"Don Johnson, Philip Michael Thomas, Saundra Santiago, Olivia Brown","Resplendent with authentic 1980s music, fashion, and vibe, ""Miami Vice"" follows two undercover detectives and their extended team through the mean streets of Miami, Florida."
Wings,30,Comedy,7.3,1990,1997,7,"Tim Daly, Steven Weber, Crystal Bernard, David Schramm",Brothers Brian and Joe Hackett attempt to run an airline on the New England island of Nantucket while surrounded by their various wacky friends and employees.
Wings,30,Drama,7.3,1990,1997,7,"Tim Daly, Steven Weber, Crystal Bernard, David Schramm",Brothers Brian and Joe Hackett attempt to run an airline on the New England island of Nantucket while surrounded by their various wacky friends and employees.
Castlevania,23,Animation,8.3,2017,2021,4,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.
Castlevania,23,Action,8.3,2017,2021,4,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.
Castlevania,23,Adventure,8.3,2017,2021,4,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James",A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.
One Punch Man: Wanpanman,24,Animation,8.7,2015,2019,4,"Makoto Furukawa, Kaito Ishikawa, Max Mittelman, Zach Aguilar","The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch."
One Punch Man: Wanpanman,24,Action,8.7,2015,2019,4,"Makoto Furukawa, Kaito Ishikawa, Max Mittelman, Zach Aguilar","The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch."
One Punch Man: Wanpanman,24,Comedy,8.7,2015,2019,4,"Makoto Furukawa, Kaito Ishikawa, Max Mittelman, Zach Aguilar","The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch."
Stuck in the Middle,30,Comedy,6.2,2016,2018,2,"Jenna Ortega, Isaak Presley, Ariana Greenblatt, Kayla Maisonet",Teenager Harley Diaz maneuvers her way through the bustle of being a middle child in a family with six other siblings.
Stuck in the Middle,30,Family,6.2,2016,2018,2,"Jenna Ortega, Isaak Presley, Ariana Greenblatt, Kayla Maisonet",Teenager Harley Diaz maneuvers her way through the bustle of being a middle child in a family with six other siblings.
Dirilis: Ertugrul,120,Action,7.9,2014,2019,5,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire."
Dirilis: Ertugrul,120,Adventure,7.9,2014,2019,5,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire."
Dirilis: Ertugrul,120,Drama,7.9,2014,2019,5,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire."
Eastbound & Down,28,Comedy,8.3,2009,2013,4,"Danny McBride, Steve Little, Katy Mixon, Elizabeth De Razzo","Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school."
Eastbound & Down,28,Drama,8.3,2009,2013,4,"Danny McBride, Steve Little, Katy Mixon, Elizabeth De Razzo","Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school."
Eastbound & Down,28,Sport,8.3,2009,2013,4,"Danny McBride, Steve Little, Katy Mixon, Elizabeth De Razzo","Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school."
Reba,30,Comedy,6.6,2001,2007,6,"Reba McEntire, JoAnna Garcia Swisher, Steve Howey, Christopher Rich","Reba McEntire stars as the titular character in this smash sitcom about a single mom of three, navigating life in a Houston suburb."
Reba,30,Drama,6.6,2001,2007,6,"Reba McEntire, JoAnna Garcia Swisher, Steve Howey, Christopher Rich","Reba McEntire stars as the titular character in this smash sitcom about a single mom of three, navigating life in a Houston suburb."
Castle Rock,60,Drama,7.5,2018,2019,1,"Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey","Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock."
Castle Rock,60,Fantasy,7.5,2018,2019,1,"Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey","Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock."
Castle Rock,60,Horror,7.5,2018,2019,1,"Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey","Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock."
Strike Back,45,Action,8.1,2010,2020,10,"Philip Winchester, Sullivan Stapleton, Michelle Lukes, Daniel MacPherson","Follows the actions of Section 20, a secretive unit of British military intelligence. A team of special operations personnel conduct several high risk missions across the globe."
Strike Back,45,Drama,8.1,2010,2020,10,"Philip Winchester, Sullivan Stapleton, Michelle Lukes, Daniel MacPherson","Follows the actions of Section 20, a secretive unit of British military intelligence. A team of special operations personnel conduct several high risk missions across the globe."
Strike Back,45,Thriller,8.1,2010,2020,10,"Philip Winchester, Sullivan Stapleton, Michelle Lukes, Daniel MacPherson","Follows the actions of Section 20, a secretive unit of British military intelligence. A team of special operations personnel conduct several high risk missions across the globe."
Mission: Impossible,,Action,7.9,1966,1973,7,"Peter Graves, Barbara Bain, Greg Morris, Peter Lupus","An elite covert operations unit carries out highly sensitive missions subject to official denial in the event of failure, death or capture."
Mission: Impossible,,Adventure,7.9,1966,1973,7,"Peter Graves, Barbara Bain, Greg Morris, Peter Lupus","An elite covert operations unit carries out highly sensitive missions subject to official denial in the event of failure, death or capture."
Mission: Impossible,,Crime,7.9,1966,1973,7,"Peter Graves, Barbara Bain, Greg Morris, Peter Lupus","An elite covert operations unit carries out highly sensitive missions subject to official denial in the event of failure, death or capture."
Under the Dome,43,Drama,6.5,2013,2015,2,"Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford","An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too."
Under the Dome,43,Mystery,6.5,2013,2015,2,"Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford","An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too."
Under the Dome,43,Sci-Fi,6.5,2013,2015,2,"Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford","An invisible and mysterious force field descends upon a small actual town of Chester's Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the ""dome"" or ""sphere"" and its origins, while coming to learn more than they ever knew about each other and animals too."
Merlin,45,Adventure,7.9,2008,2012,4,"John Hurt, Colin Morgan, Bradley James, Richard Wilson","These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend."
Merlin,45,Drama,7.9,2008,2012,4,"John Hurt, Colin Morgan, Bradley James, Richard Wilson","These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend."
Merlin,45,Fantasy,7.9,2008,2012,4,"John Hurt, Colin Morgan, Bradley James, Richard Wilson","These are the brand new adventures of Merlin, the legendary sorcerer as a young man, when he was just a servant to young Prince Arthur on the royal court of Camelot, who has soon become his best friend, and turned Arthur into a great king and a legend."
Barney Miller,30,Comedy,8.3,1975,1982,7,"Hal Linden, Abe Vigoda, Max Gail, Steve Landesberg",The Captain of the NYPD 12th Precinct and his staff handle the various local troubles and characters that come into the squad room.
Barney Miller,30,Drama,8.3,1975,1982,7,"Hal Linden, Abe Vigoda, Max Gail, Steve Landesberg",The Captain of the NYPD 12th Precinct and his staff handle the various local troubles and characters that come into the squad room.
Sabrina the Teenage Witch,22,Comedy,6.7,1996,2003,7,"Melissa Joan Hart, Caroline Rhea, Beth Broderick, Nick Bakay","When a sixteen-year-old high school student finds out she's a witch, her two aunts offer guidance on how to control her newly-discovered magical powers."
Sabrina the Teenage Witch,22,Family,6.7,1996,2003,7,"Melissa Joan Hart, Caroline Rhea, Beth Broderick, Nick Bakay","When a sixteen-year-old high school student finds out she's a witch, her two aunts offer guidance on how to control her newly-discovered magical powers."
Sabrina the Teenage Witch,22,Fantasy,6.7,1996,2003,7,"Melissa Joan Hart, Caroline Rhea, Beth Broderick, Nick Bakay","When a sixteen-year-old high school student finds out she's a witch, her two aunts offer guidance on how to control her newly-discovered magical powers."
The Practice,60,Crime,7.7,1997,2004,7,"Dylan McDermott, Kelli Williams, Lara Flynn Boyle, Steve Harris",We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.
The Practice,60,Drama,7.7,1997,2004,7,"Dylan McDermott, Kelli Williams, Lara Flynn Boyle, Steve Harris",We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.
The Practice,60,Mystery,7.7,1997,2004,7,"Dylan McDermott, Kelli Williams, Lara Flynn Boyle, Steve Harris",We follow the exploits and cases of defense attorneys of a Boston law firm. Bobby Donnell is the senior defense attorney and founder of the firm.
Hanna,60,Action,7.6,2019,2021,2,"Esme Creed-Miles, Mireille Enos, Áine Rose Daly, Cherrelle Skeete","In equal parts high-concept thriller and coming-of-age drama, HANNA follows the journey of an extraordinary young girl raised in the forest, as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is."
Hanna,60,Drama,7.6,2019,2021,2,"Esme Creed-Miles, Mireille Enos, Áine Rose Daly, Cherrelle Skeete","In equal parts high-concept thriller and coming-of-age drama, HANNA follows the journey of an extraordinary young girl raised in the forest, as she evades the relentless pursuit of an off-book CIA agent and tries to unearth the truth behind who she is."
The Hardy Boys,45,Adventure,7.0,2020,2023,3,"Alexander Elliot, Rohan Campbell, Keana Lyn Bastidas, Adam Swain","When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister."
The Hardy Boys,45,Drama,7.0,2020,2023,3,"Alexander Elliot, Rohan Campbell, Keana Lyn Bastidas, Adam Swain","When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister."
The Hardy Boys,45,Family,7.0,2020,2023,3,"Alexander Elliot, Rohan Campbell, Keana Lyn Bastidas, Adam Swain","When the Hardy boys, Frank and Joe and their father, Fenton arrive in Bridgeport they set out to uncover the truth behind the recent tragedy that has changed their lives, and in doing so, uncover something much more sinister."
Archive 81,60,Drama,7.3,2022,2022,0,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan",An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.
Archive 81,60,Horror,7.3,2022,2022,0,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan",An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.
Archive 81,60,Mystery,7.3,2022,2022,0,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan",An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.
Wentworth,45,Crime,8.6,2013,2021,8,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacquie Brennan",The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.
Wentworth,45,Drama,8.6,2013,2021,8,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacquie Brennan",The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.
Wentworth,45,Thriller,8.6,2013,2021,8,"Kate Atkinson, Katrina Milosevic, Robbie Magasiva, Jacquie Brennan",The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.
Leave It to Beaver,30,Comedy,7.6,1957,1963,6,"Jerry Mathers, Hugh Beaumont, Barbara Billingsley, Tony Dow","The misadventures of a suburban boy, family and friends."
Leave It to Beaver,30,Family,7.6,1957,1963,6,"Jerry Mathers, Hugh Beaumont, Barbara Billingsley, Tony Dow","The misadventures of a suburban boy, family and friends."
